16:30:27.072 [restartedMain] INFO  com.blog.NoteBlogV4Application - Starting NoteBlogV4Application on PC201810110456 with PID 10428 (C:\Users\Administrator\Desktop\git\blog\target\classes started by Administrator in C:\Users\Administrator\Desktop\git\blog) 
16:36:44.714 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/article/post]}" onto public java.lang.String com.blog.web.management.content.ArticleController.article(org.springframework.ui.Model) 
16:36:44.714 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/article/update/appreciable/{id}]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.content.ArticleController.appreciable(java.lang.Long,java.lang.Boolean) 
16:36:44.714 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/article/update/commented/{id}]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.content.ArticleController.commented(java.lang.Long,java.lang.Boolean) 
16:36:44.714 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/article/edit/tags]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.content.ArticleController.editPageArticleTags(java.lang.Long) 
16:36:44.714 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/article/edit]}" onto public java.lang.String com.blog.web.management.content.ArticleController.edit(org.springframework.ui.Model,java.lang.Long) 
16:36:44.715 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/article],methods=[GET]}" onto public java.lang.String com.blog.web.management.content.ArticleController.articleList() 
16:36:44.715 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/article/list],methods=[GET]}" onto public com.blog.model.pojo.framework.LayuiTable<com.blog.model.entity.NBArticle> com.blog.web.management.content.ArticleController.articleList(com.blog.model.pojo.framework.Pagination<com.blog.model.entity.NBArticle>,java.lang.String,java.lang.String) 
16:36:44.715 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/article/create]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.content.ArticleController.articleCreate(com.blog.model.entity.NBArticle,org.springframework.validation.BindingResult,java.lang.String,java.lang.String) 
16:36:44.715 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/article/update]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.content.ArticleController.articleUpdate(com.blog.model.entity.NBArticle,org.springframework.validation.BindingResult,java.lang.String,java.lang.String) 
16:36:44.716 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/note/delete/{id}]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.content.NoteController.delete(java.lang.Long) 
16:36:44.717 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/note/update/top/{id}]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.content.NoteController.top(java.lang.Long,java.lang.Boolean) 
16:36:44.717 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/note/update/show/{id}]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.content.NoteController.show(java.lang.Long,java.lang.Boolean) 
16:36:44.717 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/note/update]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.content.NoteController.updateNote(com.blog.model.entity.NBNote,org.springframework.validation.BindingResult,java.lang.String) 
16:36:44.717 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/note/edit]}" onto public java.lang.String com.blog.web.management.content.NoteController.edit(org.springframework.ui.Model,java.lang.Long) 
16:36:44.717 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/note/edit/tags]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.content.NoteController.editPageNoteTags(java.lang.Long) 
16:36:44.718 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/note/create]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.content.NoteController.noteCreate(com.blog.model.entity.NBNote,org.springframework.validation.BindingResult,java.lang.String) 
16:36:44.718 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/note/post]}" onto public java.lang.String com.blog.web.management.content.NoteController.notePost() 
16:36:44.718 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/note],methods=[GET]}" onto public java.lang.String com.blog.web.management.content.NoteController.noteList() 
16:36:44.718 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/note/list],methods=[GET]}" onto public com.blog.model.pojo.framework.LayuiTable<com.blog.model.entity.NBNote> com.blog.web.management.content.NoteController.noteList(com.blog.model.pojo.framework.Pagination<com.blog.model.entity.NBNote>,java.lang.String,java.lang.String) 
16:36:44.719 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/cate/update]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.dictionary.AdminCateController.update(com.blog.model.entity.NBCate,org.springframework.validation.BindingResult) 
16:36:44.719 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/cate/delete]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.dictionary.AdminCateController.delete(java.lang.Long) 
16:36:44.719 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/cate]}" onto public java.lang.String com.blog.web.management.dictionary.AdminCateController.cate() 
16:36:44.720 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/cate/list]}" onto public com.blog.model.pojo.framework.LayuiTable<com.blog.model.entity.NBCate> com.blog.web.management.dictionary.AdminCateController.cateList(com.blog.model.pojo.framework.Pagination<com.blog.model.entity.NBCate>) 
16:36:44.720 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/cate/create]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.dictionary.AdminCateController.cateCreate(com.blog.model.entity.NBCate) 
16:36:44.721 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/cloudFileCate/update]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.dictionary.AdminCloudFileCateController.update(com.blog.model.entity.NBCloudFileCate,org.springframework.validation.BindingResult) 
16:36:44.721 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/cloudFileCate/delete]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.dictionary.AdminCloudFileCateController.delete(java.lang.Long) 
16:36:44.721 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/cloudFileCate]}" onto public java.lang.String com.blog.web.management.dictionary.AdminCloudFileCateController.cate() 
16:36:44.721 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/cloudFileCate/list]}" onto public com.blog.model.pojo.framework.LayuiTable<com.blog.model.entity.NBCloudFileCate> com.blog.web.management.dictionary.AdminCloudFileCateController.cateList(com.blog.model.pojo.framework.Pagination<com.blog.model.entity.NBCloudFileCate>) 
16:36:44.721 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/cloudFileCate/create]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.dictionary.AdminCloudFileCateController.cateCreate(com.blog.model.entity.NBCloudFileCate) 
16:36:44.722 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/keyword/delete]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.dictionary.AdminKeywordController.delete(java.lang.Long) 
16:36:44.723 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/keyword]}" onto public java.lang.String com.blog.web.management.dictionary.AdminKeywordController.cate() 
16:36:44.723 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/keyword/update/enable]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.dictionary.AdminKeywordController.enableUpdate(com.blog.model.entity.NBKeyword) 
16:36:44.724 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/keyword/create]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.dictionary.AdminKeywordController.keywordCreate(com.blog.model.entity.NBKeyword) 
16:36:44.724 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/keyword/list]}" onto public com.blog.model.pojo.framework.LayuiTable<com.blog.model.entity.NBKeyword> com.blog.web.management.dictionary.AdminKeywordController.keywordList(com.blog.model.pojo.framework.Pagination<com.blog.model.entity.NBKeyword>) 
16:36:44.725 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/keyword/update]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.dictionary.AdminKeywordController.wordsUpdate(com.blog.model.entity.NBKeyword,org.springframework.validation.BindingResult) 
16:36:44.725 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/projectCate/update]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.dictionary.AdminProjectCateController.update(com.blog.model.entity.NBProjectCate,org.springframework.validation.BindingResult) 
16:36:44.726 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/projectCate/delete]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.dictionary.AdminProjectCateController.delete(java.lang.Long) 
16:36:44.726 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/projectCate]}" onto public java.lang.String com.blog.web.management.dictionary.AdminProjectCateController.cate() 
16:36:44.726 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/projectCate/list]}" onto public com.blog.model.pojo.framework.LayuiTable<com.blog.model.entity.NBProjectCate> com.blog.web.management.dictionary.AdminProjectCateController.cateList(com.blog.model.pojo.framework.Pagination<com.blog.model.entity.NBProjectCate>) 
16:36:44.726 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/projectCate/create]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.dictionary.AdminProjectCateController.cateCreate(com.blog.model.entity.NBProjectCate) 
16:36:44.727 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/tag/update]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.dictionary.AdminTagController.update(com.blog.model.entity.NBTag,org.springframework.validation.BindingResult) 
16:36:44.727 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/tag/delete]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.dictionary.AdminTagController.delete(java.lang.Long) 
16:36:44.727 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/tag/list]}" onto public com.blog.model.pojo.framework.LayuiTable<com.blog.model.entity.NBTag> com.blog.web.management.dictionary.AdminTagController.cateList(com.blog.model.pojo.framework.Pagination<com.blog.model.entity.NBTag>,java.lang.String) 
16:36:44.727 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/dictionary/tag]}" onto public java.lang.String com.blog.web.management.dictionary.AdminTagController.tagIndex() 
16:36:44.728 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/comment/update]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.message.AdminCommentController.delete(java.lang.Long,boolean) 
16:36:44.728 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/comment/list]}" onto public com.blog.model.pojo.framework.LayuiTable<com.blog.model.entity.NBComment> com.blog.web.management.message.AdminCommentController.cateList(com.blog.model.pojo.framework.Pagination<com.blog.model.entity.NBComment>,java.lang.String) 
16:36:44.728 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/comment]}" onto public java.lang.String com.blog.web.management.message.AdminCommentController.tagIndex() 
16:36:44.729 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/message/update]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.message.AdminMessageController.delete(java.lang.Long,boolean) 
16:36:44.729 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/message/list]}" onto public com.blog.model.pojo.framework.LayuiTable<com.blog.model.entity.NBMessage> com.blog.web.management.message.AdminMessageController.cateList(com.blog.model.pojo.framework.Pagination<com.blog.model.entity.NBMessage>,java.lang.String) 
16:36:44.729 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/message]}" onto public java.lang.String com.blog.web.management.message.AdminMessageController.tagIndex() 
16:36:44.730 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/profile]}" onto public java.lang.String com.blog.web.management.ProfileController.profile() 
16:36:44.730 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/profile/delete]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.ProfileController.delete(java.lang.Long) 
16:36:44.730 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/profile/edit]}" onto public java.lang.String com.blog.web.management.ProfileController.edit(org.springframework.ui.Model,java.lang.Long) 
16:36:44.731 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/profile/add]}" onto public java.lang.String com.blog.web.management.ProfileController.notePost() 
16:36:44.731 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/profile/create]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.ProfileController.aboutCreate(com.blog.model.entity.NBAbout) 
16:36:44.731 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/profile/update]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.ProfileController.profileUpdate(com.blog.model.entity.NBAbout,org.springframework.validation.BindingResult) 
16:36:44.731 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/profile/list]}" onto public com.blog.model.pojo.framework.LayuiTable<com.blog.model.entity.NBAbout> com.blog.web.management.ProfileController.aboutList(com.blog.model.pojo.framework.Pagination<com.blog.model.entity.NBAbout>) 
16:36:44.732 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/project/add]}" onto public java.lang.String com.blog.web.management.ProjectController.add(org.springframework.ui.Model) 
16:36:44.732 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/project/delete/{id}]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.management.ProjectController.delete(java.lang.Long) 
